MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,Ballotquestion,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
201600307,2016,27,2,MONTEREY,6/7/2016,Salinas,0,M,C,"(INITIATIVE) Shall the City of Salinas adopt an ordinance allowing for the possession, use, storage, sale and display of fireworks; imposing social host liability associated with the possession and use of fireworks; and requiring Public Safety Operation Plans and After Action Reports?",40,Initiative,200,Other,13096,9349,22445,58.30%,M,1,Pass,0,201600297,13096,9349,22445,0.583470706,1,Pass,40,200
201600308,2016,27,2,MONTEREY,11/8/2016,Del Rey Oaks,0,M,A,"To protect the quality of life in the City of Del Rey Oaks and to fund essential city services such as police and fire, city programs, basic infrastructure and facilities, shall an ordinance be adopted to impose a tax of no more than 10% (5% when enacted) on gross receipts of cannabis (marijuana) businesses in the city, subject to audits, with anticipated revenue of $250,000, no termination date and with all funds staying local?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,736,183,919,80.10%,M,1,Pass,0,201600298,736,183,919,0.800870511,1,Pass,1,110
201600309,2016,27,2,MONTEREY,11/8/2016,Del Rey Oaks,0,M,B,"Shall an existing sales tax rate of one percent (1%), be extended for a period of not more than five (5) years, unless terminated sooner by the City Council, be adopted by the City of Del Rey Oaks, the proceeds of said tax to be utilized for general governmental purposes? The anticipated revenue of $300,000 annually is essential in continuing standard city services.",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,592,321,913,64.80%,M,1,Pass,0,201600299,592,321,913,0.648411829,1,Pass,1,110
201600310,2016,27,2,MONTEREY,11/8/2016,Gonzales,0,M,W,"Shall the City of Gonzales Municipal Code be amended to add a “Commercial Cannabis Tax” on cultivation and manufacturing of medical marijuana where permissible by state and local law? The cultivation tax will not exceed $25 per square foot subject to increases after the third year based on the consumer price index, while the manufacturing tax shall not exceed 15% of annual gross receipts, both with no termination date, generating estimated revenues of $1,365,000?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,1439,547,1986,72.50%,M,1,Pass,0,201600300,1439,547,1986,0.724572004,1,Pass,1,110
201600311,2016,27,2,MONTEREY,11/8/2016,Greenfield,0,M,O,"Shall the City of Greenfield Municipal Code be amended to add a “Cannabis Business Tax” on cultivation, dispensaries, deliveries, distribution, manufacturing, nurseries, testing, and transportation of medical and nonmedical marijuana where legalized by state law; the cultivation tax shall not exceed ($25.00) per square foot; a CPI may be adjusted annually; all other cannabis activities shall be taxed at a rate not to exceed (10%); generating an estimated $2 million annually with no termination date?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,1977,1024,3001,65.90%,M,1,Pass,0,201600301,1977,1024,3001,0.658780407,1,Pass,1,110
201600312,2016,27,2,MONTEREY,11/8/2016,King,0,M,J,"Shall a City of King Ordinance be adopted to tax lawful medical and nonmedical marijuana businesses at $25.00 per square foot for the first 5,000 square feet and $10.00 per square foot thereafter for cultivation; not to exceed $5.00 per square foot for nurseries; $30,000.00 each for manufacturing and testing facilities; and may be adjusted annually by CPI; which is estimated to generate $1 million to $2 million annually to fund City of King services with no termination date?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,1678,439,2117,79.30%,M,1,Pass,0,201600302,1678,439,2117,0.792631082,1,Pass,1,110
201600313,2016,27,2,MONTEREY,11/8/2016,Marina,0,M,U,"To provide general city services such as: street and facility maintenance and fire, police, youth and senior services; shall the City of Marina update its 38 year old business license tax rates to 0.2% of gross receipts, so small businesses pay lower amounts than larger businesses; generating approximately $900,000 annually; continuing until ended by voters or reduced by City Council; and all funds controlled locally?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,5885,1213,7098,82.90%,M,1,Pass,0,201600303,5885,1213,7098,0.829106791,1,Pass,1,110
201600314,2016,27,2,MONTEREY,11/8/2016,Monterey,0,M,G,"To modernize the City’s existing 5% telephone users tax for non-residential users, and existing 2% rate for residential users, and to maintain funding for such essential City services as police, fire, streets, libraries and parks, shall the tax be extended to include wireless, internet, and other modern telecommunications without increasing the tax rate to raise approximately $560,000 per year for City services on an ongoing basis?",5,Utility Tax,112,Revenues: Tax Creation/Incr./Contin.,6201,4843,11044,56.10%,M,1,Pass,0,201600304,6201,4843,11044,0.561481347,1,Pass,1,110
201600315,2016,27,2,MONTEREY,11/8/2016,Monterey,0,M,H,"To simplify the City’s existing business license tax and to fund essential City services such as police, fire, streets, libraries, and parks at current levels, shall the City amend the tax to assess rates equally amongst businesses regardless of function, imposing a minimum tax per business of $26 per year plus 0.15% of gross receipts over $25,000, thereby maintaining current annual revenues of approximately $3.2 million on an ongoing basis?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,8202,2903,11105,73.90%,M,1,Pass,0,201600305,8202,2903,11105,0.738586222,1,Pass,1,110
201600316,2016,27,2,MONTEREY,11/8/2016,Pacific Grove,0,M,P,"Shall Chapter 6.13 be added to the Pacific Grove Municipal Code to impose a five percent (5%) admission tax to enter or attend events or facilities within the City of Pacific Grove, including but not limited to attendance at an aquarium, sporting or athletic events, concerts, golf courses, marathons, motion pictures, museums, or organized activities, in accord with Resolution No. 16-045, which Chapter shall not sunset and shall have an annual yield approximating $4 million?",7,Miscellaneous Tax,112,Revenues: Tax Creation/Incr./Contin.,1845,6209,8054,22.90%,M,2,Fail,0,201600306,1845,6209,8054,0.229078719,2,Fail,1,110
201600317,2016,27,2,MONTEREY,11/8/2016,Salinas,0,M,L,"Shall the ordinance imposing a tax on commercial cannabis businesses for medical and nonmedical marijuana where permissible by state and local law be adopted with the tax on cultivation activities not to exceed $25.00 per square foot and adjusted annually by a CPI and the tax rate on dispensaries, manufacturing, and delivery not to exceed 10% of annual gross receipts, potentially generating $1-$2 million dollars annually to help fund City services with no termination date?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,27454,9557,37011,74.20%,M,1,Pass,0,201600307,27454,9557,37011,0.741779471,1,Pass,1,110
201600318,2016,27,2,MONTEREY,11/8/2016,Soledad,0,M,F,"Shall Section 3.16.020 of Chapter 3.16 of the Soledad Municipal Code be amended to increase the existing transient occupancy tax, charged only to occupants of City hotels, from nine percent (9%) to twelve percent (12%), increasing the tax collected by an estimated $20,000 for a new estimated annual total of $100,000, with no termination date, to continue to provide funding for essential services such as police, fire, street repair, park maintenance and community programs?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,2226,1397,3623,61.40%,M,1,Pass,0,201600308,2226,1397,3623,0.614407949,1,Pass,1,110
201600319,2016,27,2,MONTEREY,11/8/2016,Marina,0,M,V,"Shall Section 1.04 be added to the Charter to provide for the direct election of the mayor to serve a term of four years, commencing with the 2018 general municipal election?",20,Charter Amendment,43,Governance: Organization,4056,2840,6896,58.80%,M,1,Pass,0,201600309,4056,2840,6896,0.588167053,1,Pass,20,40
201600320,2016,27,2,MONTEREY,11/8/2016,Monterey,0,M,I,"Shall the City of Monterey Charter be amended to: (1) disavow application of the California Public Contracts Code, (2) repeal requirements to competitively bid the construction of public improvements valued at $65,000 or more, and (3) delete provisions relating to emergency purchases and job order contracts, thereby allowing the City Council to regulate such matters by ordinance and streamlining purchasing and procurement activities?",20,Charter Amendment,47,Governance: Contracting/Bidding/Leasing,6495,4086,10581,61.40%,M,1,Pass,0,201600310,6495,4086,10581,0.613836121,1,Pass,20,40
201600321,2016,28,2,NAPA,11/8/2016,St. Helena,0,M,D,"To fund vital City services such as local street maintenance, 911 emergency medical, police and fire response, pedestrian/cyclist/traffic safety, park maintenance, library services, programs for youth and seniors, and to preserve the City's long-term financial stability and small town character, shall the City of St. Helena adopt a one half percent Transactions and Use Tax, generating approximately $1,400,000 annually with all revenues benefiting the City?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,1868,825,2693,69.40%,M,1,Pass,0,201600311,1868,825,2693,0.693650204,1,Pass,1,110
201600322,2016,29,2,NEVADA,6/7/2016,Nevada City,0,M,X,"To facilitate initiation of customer-friendly online transactions and simplify administration while keeping rates affordable, shall the City of Nevada City simplify its 59-year-old Business License Tax which provides revenues for municipal purposes by reducing rate methodologies from more than 30 to 2 with a lower maximum annual tax of $150 on large businesses and $100 on smaller businesses, subject to annual adjustments for inflation and required independent financial audits?",2,Business Tax,111,Revenues: Tax Repeal/Reduction/Limit,1240,287,1527,81.20%,M,1,Pass,0,201600312,1240,287,1527,0.812049771,1,Pass,1,110
201600323,2016,29,2,NEVADA,6/7/2016,Nevada City,0,M,Y,"(INITIATIVE) Shall the recently enacted hosted short-term rental regulations resulting from adoption by the City Council of Nevada City of a prior voter initiative (effective January 8, 2016) be repealed and replaced with the more restrictive provisions of an alternative voter initiative permitting on-line type home-sharing short-term rentals of two units in a single-family residence or small guest house only if the owner occupies the main dwelling and off-street parking is provided and making related General Plan amendments?",40,Initiative,22,Land Use: Zoning,589,1139,1728,34.10%,M,2,Fail,0,201600313,589,1139,1728,0.340856481,2,Fail,40,20
201600324,2016,29,2,NEVADA,11/8/2016,Nevada City,0,M,C,"To ensure Nevada City's Fire Station remains operational, continues to provide essential fire protection, 9-1-1 response, and emergency medical services to the community, and to fund one additional Police Officer for dedicated patrol and crime prevention services, shall the City of Nevada City enact a three-cent per one dollar transactions and use tax, with all funds to be spent locally, and subject to required annual financial audits and independent citizen oversight?",4,Sales Tax,33,Safety: Fire,1594,340,1934,82.40%,T,1,PassT,0,201600314,1594,340,1934,0.824198552,1,PassT,1,30
201600325,2016,30,2,ORANGE,6/7/2016,Dana Point,0,M,H,"(INITIATIVE) Shall the 2015 Town Center Initiative, which changes the Town Center Plan previously approved by the City Council and the California Coastal Commission, as well as the amendments thereto approved by the City Council in 2015, be adopted?",40,Initiative,20,Land Use,6477,4557,11034,58.70%,M,1,Pass,0,201600315,6477,4557,11034,0.587003806,1,Pass,40,20
201600326,2016,30,2,ORANGE,6/7/2016,Dana Point,0,M,I,"Shall the Town Center and Public Parking Improvement Measure, which ratifies the Town Center Plan previously approved by the City Council and the California Coastal Commission, as well as the amendments thereto approved by the City Council in 2015, be adopted?",70,Ordinance,20,Land Use,4561,6449,11010,41.40%,M,2,Fail,0,201600316,4561,6449,11010,0.414259764,2,Fail,70,20
201600327,2016,30,2,ORANGE,11/8/2016,Costa Mesa,0,M,V,"(INITIATIVE) Shall the ordinance, to allow operation of up to eight medical marijuana (cannabis) businesses with: six percent tax on medical marijuana (estimated annual tax revenues $48,000 to $912,000); one percent tax on other products; exemption from permits; regulations not subject to change by City Council except for increasing businesses; precedence to prior businesses; and locations limited to commercial and industrial areas, be adopted?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,14937,24565,39502,37.80%,M,2,Fail,0,201600317,14937,24565,39502,0.378132753,2,Fail,1,110
201600328,2016,30,2,ORANGE,11/8/2016,Costa Mesa,0,M,W,"(INITIATIVE) Shall the ordinance, to allow operation of up to four medical marijuana businesses with: six percent tax on medical marijuana (estimated annual tax revenues $24,000 to $456,000); required industry specific licenses; required operator permits; regulations subject to change by City Council including increasing businesses; precedence to prior businesses; and locations limited to commercial and industrial areas, be adopted?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,16501,22695,39196,42.10%,M,2,Fail,0,201600318,16501,22695,39196,0.420986835,2,Fail,1,110
201600329,2016,30,2,ORANGE,11/8/2016,Costa Mesa,0,M,X,"Shall the ordinance, to allow medical marijuana manufacturing, processing, wholesale distribution and transporting, and research, development and testing, in manufacturing and industrial zones north of South Coast Dr. and west of Harbor Blvd., subject to conditional use permit and business permits, including requirements for background checks, premises security, business records, that is subject to amendment by City Council, and that levies an annual 6% gross receipts tax (estimated annual revenue $48,000 - $912,000), be adopted?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,21470,17845,39315,54.60%,M,1,Pass,0,201600319,21470,17845,39315,0.546101997,1,Pass,1,110
201600330,2016,30,2,ORANGE,11/8/2016,Costa Mesa,0,M,Z,"Shall the Costa Mesa Measure for Sensible Community Development and Development-Funded Open Space and Recreation, which ratifies the City’s existing land use regulations, ensures that approximately 25% of the State Developmental Hospital on Harbor Boulevard would be zoned as passive or recreational open space, and establishes a fee paid for by developers for the purpose of funding new active recreation, open space, and public park facilities within the City, be adopted?",8,Development Tax,23,Land Use: Open Space,20506,16258,36764,55.80%,M,1,Pass,0,201600320,20506,16258,36764,0.557773909,1,Pass,1,20
201600331,2016,30,2,ORANGE,11/8/2016,Fountain Valley,0,M,HH,"To maintain 911 emergency response times, fire stations, police officers/firefighters/paramedics, anti-gang/drug programs, after school, senior programs; upgrade first responder disaster communication; repair stormwater systems to prevent flooding, streets / potholes / parks ; other general city services, shall the City of Fountain Valley establish a one-cent sales tax providing $11.5 million annually for twenty year term, requiring public disclosure of expenditures, independent audits, all funds only for Fountain Valley.",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,14617,9808,24425,59.80%,M,1,Pass,0,201600321,14617,9808,24425,0.598444217,1,Pass,1,110
201600332,2016,30,2,ORANGE,11/8/2016,La Palma,0,M,JJ,"Shall Ordinance No. 2016-1, establishing a one percent sales tax, to remain in effect until ended or modified by the voters, and raising an estimated $1,500,000 annually for any and all governmental purposes of the City, which may include any general fund services such as police patrols and crime prevention; 9-1-1 emergency response; and street maintenance/pothole repair; with the requirement for public audits and disclosures of all funds spent, be adopted?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,3775,2481,6256,60.30%,M,1,Pass,0,201600322,3775,2481,6256,0.603420716,1,Pass,1,110
201600333,2016,30,2,ORANGE,11/8/2016,Laguna Beach,0,M,LL,"To provide services and improvements needed to accommodate millions of annual visitors, protect beaches from pollution and provide fire, police protection and emergency response, parking, utility undergrounding to prevent fires and power outages, and other services and improvements, shall City of Laguna Beach adopt an ordinance increasing transient occupancy taxes paid only by hotel and other rental guests from 10% to 12% until ended by voters, providing approximately $2,000,000 annually, with audits, all funds only for Laguna Beach?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,10508,2840,13348,78.70%,M,1,Pass,0,201600323,10508,2840,13348,0.787234043,1,Pass,1,110
201600334,2016,30,2,ORANGE,11/8/2016,San Clemente,0,M,OO,"Shall Ordinance No. 1627 be adopted to increase the transient occupancy tax (“TOT”) from its current rate of 10 percent to 13 percent in perpetuity, for an estimated annual increase of $570,000?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,15035,15043,30078,50.00%,M,2,Fail,0,201600324,15035,15043,30078,0.499867012,2,Fail,1,110
201600335,2016,30,2,ORANGE,11/8/2016,Stanton,0,M,QQ,"Shall City of Stanton Ordinance #1045, adopted by voters on November 4, 2014, to generate revenues for city services such as neighborhood police patrols, fire protection services/paramedics, business/job creation, and senior programs, be repealed?",4,Sales Tax,111,Revenues: Tax Repeal/Reduction/Limit,2987,6423,9410,31.70%,M,2,Fail,0,201600325,2987,6423,9410,0.317428268,2,Fail,1,110
201600336,2016,30,2,ORANGE,11/8/2016,Westminster,0,M,SS,"To address state takeaways of local funds, protect property values, drinking water supplies and prevent cuts to: 9- 1- 1 response times; police officers/firefighters/paramedics; drug/ gang prevention, domestic violence/ sex crimes/ human trafficking NO units; and other general city services, shall an ordinance establishing a 1% transactions and use (sales) tax, expiring December 31, 2022, providing estimated $ 13. 9 million annually, requiring audits, citizens' oversight, all funds remaining in Westminster, be adopted?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,16867,10970,27837,60.60%,M,1,Pass,0,201600326,16867,10970,27837,0.605920178,1,Pass,1,110
201600337,2016,30,2,ORANGE,11/8/2016,Anaheim,0,M,U,Shall Section 1208.1 be added to the Anaheim City Charter to require at least a two-thirds vote of the total City Council membership in order to place City Council sponsored general or special tax proposals on a ballot for voter consideration?,20,Charter Amendment,40,Governance,76728,17330,94058,81.60%,M,1,Pass,0,201600327,76728,17330,94058,0.815751983,1,Pass,20,40
201600338,2016,30,2,ORANGE,11/8/2016,Newport Beach,0,M,MM,Shall Section1115 be added to the Newport Beach City Charter to require at least five votes of the total City Council membership in order to place City Council sponsored general or special tax proposals on a ballot for voter consideration?,20,Charter Amendment,40,Governance,32642,7573,40215,81.20%,M,1,Pass,0,201600328,32642,7573,40215,0.811687181,1,Pass,20,40
201600339,2016,30,2,ORANGE,11/8/2016,Placentia,0,M,NN,"Shall Ordinance No. O-2016-05 be approved to amend the City Charter to require the City Council to establish five equal, geographically based districts from which council members will be elected by residents of those districts to serve four year terms?",20,Charter Amendment,43,Governance: Organization,11135,7536,18671,59.60%,M,1,Pass,0,201600329,11135,7536,18671,0.596379412,1,Pass,20,40
201600340,2016,30,2,ORANGE,11/8/2016,Santa Ana,0,M,PP,Shall the Santa Ana Charter be amended to comply with the Council compensation formula provided for by California Government Code Section 36516 to ensure that Council compensation is set and strictly limited by such Government Code and to further provide that no increase in Council compensation shall be permitted without a vote of the electorate of the City of Santa Ana pursuant to a future Charter Amendment?,20,Charter Amendment,42,Governance: Personnel/Labor Relations,44292,20819,65111,68.00%,M,1,Pass,0,201600330,44292,20819,65111,0.680253721,1,Pass,20,40
201600341,2016,30,2,ORANGE,11/8/2016,Costa Mesa,0,M,AA,"(INITIATIVE) Shall an ordinance requiring voter approval for 1) construction of playgrounds, athletic fields, platforms/retaining walls for vista overlook, stairways to provide access to bluffs, new restrooms, parking lots, museum/multipurpose building, boardwalk and pedestrian bridges; 2) extended park hours for community events; 3) installation of parking lot lighting; or 4) other permanent structures at Fairview Park be adopted?",40,Initiative,26,Land Use: Voter Approval,27098,11149,38247,70.90%,M,1,Pass,0,201600331,27098,11149,38247,0.708500013,1,Pass,40,20
201600342,2016,30,2,ORANGE,11/8/2016,Costa Mesa,0,M,Y,"(INITIATIVE) Shall the ordinance to require voter approval of development projects that require adoption, amendment, change or replacement of the General Plan, the Zoning Code, a specific plan, or an overlay plan, and that generates over 200 additional trips, increases intersection volume/capacity, changes the intersection utilization/level of service, adds 40 or more dwelling units, adds 10,000 sq.’ of non-residential use, or changes a public use to a private use under specified conditions, be adopted?",40,Initiative,22,Land Use: Zoning,26132,12081,38213,68.40%,M,1,Pass,0,201600332,26132,12081,38213,0.683851045,1,Pass,40,20
201600343,2016,30,2,ORANGE,11/8/2016,Laguna Beach,0,M,KK,"(INITIATIVE) Shall an ordinance rescinding the City of Laguna Beach's prohibition of medical marijuana dispensaries, allowing for one dispensary for every 10,000 residents, and adopting regulations providing for administrative approval process, operator priority registration, operating standards, distance requirements from residential areas and schools, and which could allow the sale of marijuana for recreational use, known as An Initiative Measure Rescinding the City of Laguna Beach's Ban on Medical Marijuana Dispensaries and Authorizing the Operation and Regulation of Medical Marijuana Dispensaries, be adopted?",40,Initiative,22,Land Use: Zoning,4002,9702,13704,29.20%,M,2,Fail,0,201600333,4002,9702,13704,0.292031524,2,Fail,40,20
201600344,2016,30,2,ORANGE,11/8/2016,Costa Mesa,0,M,BB,"Shall the Costa Mesa Measure Prohibiting Athletic Fields at Fairview Park, which prohibits the development of Athletic Fields at Fairview Park unless approved by a vote of the people, and permits implementation of Passive Recreational Uses at Fairview Park including those identified in the Fairview Park Master Plan (such as playgrounds, picnic areas, bike trails, bus access ways, and viewing areas), be adopted?",70,Ordinance,26,Land Use: Voter Approval,17591,20289,37880,46.40%,M,2,Fail,0,201600334,17591,20289,37880,0.46438754,2,Fail,70,20
201600345,2016,30,2,ORANGE,11/8/2016,Costa Mesa,0,M,EE,"Shall members of the legislative body of the City of Costa Mesa be elected by district as described in Ordinance No. 16-05,  establishing  six  equal,  geographically based districts, and the Mayor of the City of Costa Mesa elected on a citywide basis for a term of two years by the voters of the entire city, for a maximum of two terms?",70,Ordinance,43,Governance: Organization,23295,12495,35790,65.10%,M,1,Pass,0,201600335,23295,12495,35790,0.650880134,1,Pass,70,40
201600346,2016,30,2,ORANGE,11/8/2016,Cypress,0,M,GG,"Shall an ordinance that approves the ""Cypress Town Center and Commons Specific Plan"" to allow for development of a town center, single-family and multi-family housing, commercial/senior housing and a public park on portions of Los Alamitos Race Course, the former Cypress Golf Club and adjacent properties, together with related general plan and specific plan amendments and zone changes, be adopted?",70,Ordinance,22,Land Use: Zoning,9626,10059,19685,48.90%,M,2,Fail,0,201600336,9626,10059,19685,0.489001778,2,Fail,70,20
201600347,2016,30,2,ORANGE,11/8/2016,Fullerton,0,M,II,Shall members of the legislative body of the City of Fullerton be elected by districts described in Ordinance No. 3230?,70,Ordinance,43,Governance: Organization,23725,20110,43835,54.10%,M,1,Pass,0,201600337,23725,20110,43835,0.541234174,1,Pass,70,40
201600348,2016,30,2,ORANGE,11/8/2016,Stanton,0,M,RR,"Shall the City of Stanton adopt a measure providing that a person may not hold office as a City Council member if he or she has, after December 31, 2015, served on the City Council for two full terms?",70,Ordinance,45,Governance: Political Reform/Term Limits,6916,2276,9192,75.20%,M,1,Pass,0,201600338,6916,2276,9192,0.752393386,1,Pass,70,40
201600349,2016,31,2,PLACER,11/8/2016,Auburn,0,M,J,"Shall an ordinance be adopted to amend the Auburn Municipal Code to amend the definition of ""operator"", so the tax is collected by all persons receiving consideration from the rental, including on-line hotel brokers and vacation rental agencies and shall the rate of the TOT be increased to 10%?",9,Transient Occupancy Tax,112,Revenues: Tax Creation/Incr./Contin.,2725,4079,6804,40.00%,M,2,Fail,0,201600339,2725,4079,6804,0.400499706,2,Fail,1,110
201600350,2016,31,2,PLACER,11/8/2016,Colfax,0,M,H,"Shall the City of Colfax adopt an ordinance which allows and regulates marijuana dispensaries, cultivation, delivery and use, and imposes a sales tax of up to fifteen  percent (15%) on the sale of marijuana and marijuana products, which shall be in addition to established municipal and state taxes on such sales, and dedicates all revenues derived from such tax to reduce City business and residential sewer service charges?",4,Sales Tax,112,Revenues: Tax Creation/Incr./Contin.,514,291,805,63.90%,T,2,FailT,0,201600340,514,291,805,0.638509317,2,FailT,1,110
201600351,2016,31,2,PLACER,11/8/2016,Loomis,0,M,F,"To support the continued operation of the Loomis library, and for other general fund purposes, shall a quarter percent transactions and use tax (""sales tax"") aising approximately $250,000 annually be adopted for a period of ten years, subject to annual audits?",4,Sales Tax,71,Facilities: Libraries,2103,1426,3529,59.60%,M,1,Pass,0,201600341,2103,1426,3529,0.595919524,1,Pass,1,70
201600352,2016,31,2,PLACER,11/8/2016,Loomis,0,M,G,"(ADVISORY) If a local transactions and use tax is enacted in the Town of Loomis, should its revenue be used predominantly to support the continued operation of the Loomis Library?",30,Advisory,71,Facilities: Libraries,2210,1221,3431,64.40%,M,1,Pass,0,201600342,2210,1221,3431,0.644127077,1,Pass,30,70
201600353,2016,31,2,PLACER,11/8/2016,Auburn,0,M,K,Shall the office of city clerk be appointive?,70,Ordinance,43,Governance: Organization,3502,2972,6474,54.10%,M,1,Pass,0,201600343,3502,2972,6474,0.540932963,1,Pass,70,40
201600354,2016,33,2,RIVERSIDE,4/12/2016,Rancho Mirage,0,M,1,"(ADVISORY) Shall the City of Rancho Mirage require that any future amendment or repeal of Ordinance No. 1099, which currently prohibits Neighborhood Electric Vehicles (not including golf carts) on or adjacent to certain designated streets including Highway 111, Bob Hope Drive; Country Club Drive; Da Vall Drive; Dinah Shore Drive; Frank Sinatra Drive; Gerald Ford Drive; Magnesia Falls Drive; Monterey Avenue; Plumley Road, and others, be subject to prior voter approval?",30,Advisory,26,Land Use: Voter Approval,3810,1274,5084,74.90%,M,1,Pass,0,201600344,3810,1274,5084,0.749409913,1,Pass,30,20
201600355,2016,33,2,RIVERSIDE,4/12/2016,Rancho Mirage,0,M,2,"(ADVISORY) Do you approve of the Coachella Valley Association of Governments (CVAG) spending One Hundred Million Dollars ($100,000,000) or more to construct the CV Link, plus, according to the March 2015 Master Plan, an additional $1.6 million annually to operate and maintain the CV Link pathway, which CVAG proposes to extend through Rancho Mirage business and residential districts?",30,Advisory,62,Transport: Roads,1087,4058,5145,21.10%,M,2,Fail,0,201600345,1087,4058,5145,0.211273081,2,Fail,30,60
201600356,2016,33,2,RIVERSIDE,4/12/2016,Rancho Mirage,0,M,3,"(ADVISORY) If CV Link were to be constructed, would you approve the City Council committing Rancho Mirage to pay for CV Link’s annual operations and maintenance expenses, which on April 6, 2015, CVAG projected Rancho Mirage’s share to be between $110,300 and $251,800 per annum as of the 9th year of operations, and continuing to increase annually at the rate of inflation?",30,Advisory,62,Transport: Roads,1126,4021,5147,21.90%,M,2,Fail,0,201600346,1126,4021,5147,0.218768214,2,Fail,30,60
201600357,2016,33,2,RIVERSIDE,4/12/2016,Rancho Mirage,0,M,4,"(ADVISORY) Because in 2002 County voters approved Measure A, which is a ½ cent increase in our sales tax to be used to repair dilapidated and crumbling roads and highways in the Coachella Valley, should CVAG be allowed to divert up to $20 million dollars ($20,000,000) from this Measure A fund, to pay for the construction of the Neighborhood Electric Vehicles portion of the CV Link?",30,Advisory,62,Transport: Roads,994,4133,5127,19.40%,M,2,Fail,0,201600347,994,4133,5127,0.193875561,2,Fail,30,60
201600358,2016,33,2,RIVERSIDE,6/7/2016,Hemet,0,M,E,"To maintain/improve Police, Fire, and Paramedic/911 Emergency services, the number of police officers/firefighters, rapid response to gang violence, tracking of sex offenders/parolees; and, restore anti-gang/anti-drug units, shall the City of Hemet establish a 1 % sales tax (1 cent) for 10 years only, providing $10,000,000 annually, with annual audits, and all funds required by law to be used in Hemet for police/fire services only?",4,Sales Tax,34,Safety: Multiple Emergency Services,10719,6267,16986,63.10%,T,2,FailT,0,201600348,10719,6267,16986,0.631049099,2,FailT,1,30
201600359,2016,33,2,RIVERSIDE,6/7/2016,City of Riverside,0,M,A,"Shall Section 702 of the City Charter be amended to establish that the Office of City Prosecutor be created within the City Attorney's Office, and the City Attorney acts as City Prosecutor and charged with the duty on behalf of the people of prosecuting misdemeanor offenses arising out of violations of state law?",20,Charter Amendment,43,Governance: Organization,19625,30368,49993,39.30%,M,2,Fail,0,201600349,19625,30368,49993,0.392554958,2,Fail,20,40
201600360,2016,33,2,RIVERSIDE,6/7/2016,City of Riverside,0,M,B,Shall Section 403 of the City Charter be amended to increase the City Council member salary to be eighty percent (80 %) of the Mayor's salary?,20,Charter Amendment,42,Governance: Personnel/Labor Relations,9200,41636,50836,18.10%,M,2,Fail,0,201600350,9200,41636,50836,0.180974113,2,Fail,20,40
201600361,2016,33,2,RIVERSIDE,11/8/2016,Cathedral City,0,M,P,"To help fund municipal services, including police protection and crime suppression services, fire prevention and suppression services, emergency medical services, park, recreation, and library facilities and services, shall an ordinance amending the existing cannabis tax be adopted that would expand the tax to apply to recreational cannabis, if legalized, and apply a tax of $25 per square foot of cultivation space, and $1.00 for every gram of cannabis concentrate and every unit of cannabis-infused product?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,10605,3301,13906,76.30%,M,1,Pass,0,201600351,10605,3301,13906,0.762620452,1,Pass,1,110
201600362,2016,33,2,RIVERSIDE,11/8/2016,Coachella,0,M,II,"To improve basic city services, such as police and emergency response, parks and youth/senior services, and street repair, shall the City of Coachella enact a tax on marijuana businesses of up to $15 per square foot of space utilized for marijuana cultivation or manufacturing, and up to 6% of the gross receipts from the sale of marijuana and related products, whether at wholesale or retail, generating approximately $4,000,000 annually, until ended by voters?",2,Business Tax,112,Revenues: Tax Creation/Incr./Contin.,5950,1309,7259,82.00%,M,1,Pass,0,201600352,5950,1309,7259,0.819672131,1,Pass,1,110
