STATE_COUNTY,TRUMP_N,TRUMP_%,CLINTON_N,CLINTON_%
MD_FREDERICK,58502,0.4754,55109,0.44780000000000003
MD_GARRETT,10775,0.7691,2566,0.1832
MD_HARFORD,77443,0.5842,46553,0.35119999999999996
MD_HOWARD,47484,0.2928,102597,0.6325999999999999
MD_KENT,4876,0.4866,4575,0.45659999999999995
MD_MONTGOMERY,87337,0.19699999999999998,330366,0.7451000000000001
MD_PRINCE GEORGE'S,30998,0.0842,324411,0.8817
MD_QUEEN ANNE'S,16993,0.6406999999999999,7973,0.306
MD_ST. MARY'S,28482,0.5759000000000001,17381,0.3514
MD_SOMERSET,5341,0.5398,4196,0.4241
MD_TALBOT,10487,0.5268,8294,0.4167
MD_WASHINGTON,40998,0.6213000000000001,21129,0.32020000000000004
MD_WICOMICO,21994,0.524,17727,0.42200000000000004
MD_WORCESTER,16890,0.6125,9435,0.3421
MA_BARNSTABLE COUNTY,72430,0.5252,54099,0.3923
MA_BERKSHIRE COUNTY,43714,0.6573,16839,0.2532
MA_BRISTOL COUNTY,129540,0.5047,105443,0.4108
MA_DUKES COUNTY,8400,0.7088,2477,0.209
MA_ESSEX COUNTY,222310,0.5660000000000001,136316,0.34700000000000003
MA_FRANKLIN COUNTY,24478,0.6192,10364,0.2622
MA_HAMPDEN COUNTY,112590,0.5378000000000001,78685,0.3759
MA_HAMPSHIRE COUNTY,55367,0.6466,21790,0.2545
MA_MIDDLESEX COUNTY,520360,0.6435,219793,0.2718
MA_NANTUCKET COUNTY,4146,0.6297999999999999,1892,0.2874
MA_NORFOLK COUNTY,221819,0.5922,119723,0.3197
MA_PLYMOUTH COUNTY,135513,0.4919,115369,0.4188
MA_SUFFOLK COUNTY,245751,0.7746999999999999,50421,0.159
MA_WORCESTER COUNTY,198778,0.5018,157682,0.3981
TX_ANDERSON,13201,0.7776000000000001,3369,0.1984
TX_ANDREWS,3927,0.7945,836,0.1691
TX_ANGELINA,21668,0.7243999999999999,7538,0.252
TX_ARANSAS,7740,0.7363,2465,0.2345
TX_ARCHER,3786,0.884,394,0.092
TX_ARMSTRONG,924,0.905,70,0.06860000000000001
TX_ATASCOSA,8618,0.6303,4651,0.34020000000000006
TX_AUSTIN,9637,0.7852,2320,0.18899999999999997
TX_BAILEY,1344,0.7495999999999999,397,0.2214
TX_BANDERA,8163,0.7989,1726,0.1689
TX_BASTROP,16328,0.5738,10569,0.3714
TX_BAYLOR,1267,0.8452,191,0.1274
TX_BEE,4744,0.5590999999999999,3444,0.40590000000000004
TX_BELL,51998,0.5474,37801,0.3979
TX_BEXAR,240333,0.40759999999999996,319550,0.5418999999999999
TX_BLANCO,4212,0.7409,1244,0.2188
TX_BORDEN,330,0.9041,31,0.0849
TX_BOSQUE,6339,0.8088,1278,0.1631
TX_BOWIE,24924,0.7203,8838,0.2554
TX_BRAZORIA,72791,0.6007,43200,0.3565
TX_BRAZOS,38738,0.5764,23121,0.344
TX_BREWSTER,2077,0.4885,1873,0.44049999999999995
TX_BRISCOE,625,0.8492000000000001,91,0.12359999999999999
TX_BROOKS,613,0.2361,1937,0.7461
TX_BROWN,12017,0.8568000000000001,1621,0.11560000000000001
TX_BURLESON,5316,0.7637999999999999,1491,0.21420000000000003
TX_BURNET,14638,0.7622,3797,0.1977
TX_CALDWELL,6691,0.5533,4795,0.39649999999999996
TX_CALHOUN,4638,0.6659,2118,0.3041
TX_CALLAHAN,4865,0.872,569,0.102
TX_CAMERON,29472,0.3201,59402,0.6451
TX_CAMP,3201,0.7048000000000001,1260,0.2774
TX_CARSON,2620,0.8839,249,0.084
TX_CASS,9726,0.7879,2391,0.1937
TX_CASTRO,1414,0.7081000000000001,526,0.2634
TX_CHAMBERS,13339,0.7947,2948,0.17559999999999998
TX_CHEROKEE,12919,0.7694,3469,0.2066
TX_CHILDRESS,1802,0.8647,253,0.12140000000000001
TX_CLAY,4377,0.8723000000000001,536,0.10679999999999999
TX_COCHRAN,679,0.7536,190,0.2109
TX_COKE,1265,0.889,140,0.0984
TX_COLEMAN,3177,0.8721,388,0.1065
TX_COLLIN,201014,0.5562,140624,0.38909999999999995
TX_COLLINGSWORTH,983,0.8503000000000001,145,0.12539999999999998
TX_COLORADO,6325,0.743,1987,0.2334
TX_COMAL,45136,0.7259,14238,0.22899999999999998
TX_COMANCHE,4333,0.8273999999999999,789,0.1507
TX_CONCHO,885,0.8287,148,0.1386
TX_COOKE,13181,0.8261,2352,0.1474
TX_CORYELL,12225,0.6698000000000001,5064,0.2774
TX_COTTLE,506,0.8268000000000001,92,0.1503
TX_CRANE,1049,0.7579,299,0.21600000000000003
TX_CROCKETT,980,0.7025,372,0.2667
TX_CROSBY,1181,0.6834,468,0.2708
TX_CULBERSON,280,0.3651,454,0.5919
TX_DALLAM,1261,0.8167,222,0.1438
TX_DALLAS,262945,0.3464,461080,0.6075
TX_DAWSON,2636,0.7398,835,0.23440000000000003
TX_DEAF SMITH,2911,0.6905,1185,0.2811
TX_DELTA,1836,0.8049,400,0.1754
TX_DENTON,170603,0.5713,110890,0.3713
TX_DEWITT,5519,0.8064,1163,0.1699
TX_DICKENS,755,0.8306,128,0.1408
TX_DIMMIT,974,0.302,2173,0.6738
TX_DONLEY,1225,0.8362,191,0.1304
TX_DUVAL,1316,0.3157,2783,0.6677
TX_EASTLAND,6011,0.8633,776,0.1114
TX_ECTOR,25020,0.6849,10249,0.28059999999999996
TX_EDWARDS,746,0.6951999999999999,303,0.2824
TX_ELLIS,44941,0.7058,16253,0.2553
TX_EL PASO,55512,0.2594,147843,0.6908
TX_ERATH,11210,0.8069,2160,0.1555
TX_FALLS,3441,0.6557,1684,0.3209
TX_FANNIN,9548,0.7928000000000001,2132,0.177
TX_FAYETTE,8743,0.7824,2144,0.19190000000000002
TX_FISHER,1265,0.7315999999999999,403,0.23309999999999997
TX_FLOYD,1474,0.7524,435,0.22210000000000002
TX_FOARD,383,0.7465999999999999,113,0.22030000000000002
TX_FORT BEND,117291,0.4476,134686,0.5139
TX_FRANKLIN,3585,0.8184999999999999,665,0.1518
TX_FREESTONE,6026,0.7842,1471,0.19140000000000001
TX_FRIO,1856,0.4218,2444,0.5555
TX_GAINES,3907,0.8456999999999999,597,0.1292
TX_GALVESTON,73757,0.6001,43658,0.3552
TX_GARZA,1225,0.8255,230,0.155
TX_GILLESPIE,10446,0.7905,2288,0.17309999999999998
TX_GLASSCOCK,553,0.9156,34,0.056299999999999996
TX_GOLIAD,2620,0.7066,973,0.26239999999999997
TX_GONZALES,4587,0.7242000000000001,1571,0.248
TX_GRAY,6500,0.8778,701,0.0947
TX_GRAYSON,35325,0.745,10301,0.21719999999999998
TX_GREGG,28764,0.6890000000000001,11677,0.2797
TX_GRIMES,7065,0.7411,2194,0.23010000000000003
TX_GUADALUPE,36632,0.6335000000000001,18391,0.3181
TX_HALE,6366,0.7187,2101,0.2372
TX_HALL,893,0.8184999999999999,164,0.1503
TX_HAMILTON,3060,0.8453,479,0.1323
TX_HANSFORD,1730,0.8885,171,0.08779999999999999
TX_HARDEMAN,1207,0.7978000000000001,249,0.1646
TX_HARDIN,19606,0.8606999999999999,2780,0.122
TX_HARRIS,545955,0.41609999999999997,707914,0.5395
TX_HARRISON,18749,0.7062,7151,0.26940000000000003
TX_HARTLEY,1730,0.8863,173,0.0886
TX_HASKELL,1403,0.7927,314,0.17739999999999997
TX_HAYS,33826,0.46869999999999995,33224,0.4604
TX_HEMPHILL,1462,0.8625,181,0.10679999999999999
TX_HENDERSON,23650,0.7872,5669,0.1887
TX_HIDALGO,48642,0.2805,118809,0.685
TX_HILL,10108,0.7793000000000001,2547,0.19640000000000002
TX_HOCKLEY,5809,0.7946,1260,0.1723
TX_HOOD,21382,0.8142,4008,0.15259999999999999
TX_HOPKINS,10707,0.7909,2510,0.18539999999999998
TX_HOUSTON,6205,0.7428,1978,0.2368
TX_HOWARD,6637,0.7609,1770,0.2029
TX_HUDSPETH,503,0.5775,324,0.37200000000000005
TX_HUNT,23910,0.7576999999999999,6396,0.2027
TX_HUTCHINSON,7042,0.8634999999999999,854,0.1047
TX_IRION,660,0.8615999999999999,90,0.1175
TX_JACK,2973,0.8875,314,0.09369999999999999
TX_JACKSON,4266,0.8046,904,0.1705
TX_JASPER,10609,0.7906,2590,0.193
TX_JEFF DAVIS,695,0.5835,422,0.3543
TX_JEFFERSON,42862,0.4892,42443,0.4844
TX_JIM HOGG,430,0.2029,1635,0.7716
TX_JIM WELLS,5420,0.4378,6694,0.5408
TX_JOHNSON,44382,0.7704000000000001,10988,0.1907
TX_JONES,4819,0.8086,936,0.157
TX_KARNES,2965,0.7062999999999999,1145,0.2727
TX_KAUFMAN,29587,0.7170000000000001,10278,0.2491
TX_KENDALL,15700,0.7803,3643,0.18109999999999998
TX_KENEDY,84,0.45159999999999995,99,0.5323
TX_KENT,360,0.8295,59,0.1359
TX_KERR,17727,0.7609,4681,0.2009
TX_KIMBLE,1697,0.8694,206,0.10550000000000001
TX_KING,149,0.9370999999999999,5,0.031400000000000004
TX_KINNEY,936,0.6545000000000001,458,0.32030000000000003
TX_KLEBERG,4367,0.45909999999999995,4716,0.49579999999999996
TX_KNOX,1078,0.7886,247,0.1807
TX_LAMAR,14561,0.7824,3583,0.1925
TX_LAMB,3111,0.7787000000000001,771,0.193
TX_LAMPASAS,6385,0.7781999999999999,1483,0.1807
TX_LA SALLE,872,0.4235,1129,0.5483
TX_LAVACA,7347,0.8482999999999999,1170,0.1351
TX_LEE,4997,0.7646999999999999,1372,0.20989999999999998
TX_LEON,6391,0.8591,909,0.1222
TX_LIBERTY,18892,0.7785,4862,0.2004
TX_LIMESTONE,5796,0.7489,1778,0.2297
TX_LIPSCOMB,1159,0.8701000000000001,135,0.1014
TX_LIVE OAK,3464,0.8051999999999999,742,0.1725
TX_LLANO,8299,0.7944,1825,0.1747
TX_LOVING,58,0.8923000000000001,4,0.061500000000000006
TX_LUBBOCK,65651,0.6631,28023,0.28300000000000003
TX_LYNN,1546,0.7695000000000001,403,0.2006
TX_MADISON,3351,0.7813,881,0.2054
TX_MARION,2983,0.7039,1165,0.2749
TX_MARTIN,1455,0.8258,266,0.151
TX_MASON,1656,0.8051,354,0.1721
TX_MATAGORDA,8366,0.6859999999999999,3500,0.287
TX_MAVERICK,2816,0.2072,10397,0.7652
TX_MCCULLOCH,2552,0.8223999999999999,482,0.1553
TX_MCLENNAN,48260,0.6103000000000001,27063,0.3422
TX_MCMULLEN,454,0.9098,40,0.0802
TX_MEDINA,12085,0.7006999999999999,4634,0.2687
TX_MENARD,682,0.7894,154,0.1782
TX_MIDLAND,36973,0.7513,10025,0.20370000000000002
TX_MILAM,6364,0.7345,2051,0.23670000000000002
TX_MILLS,1951,0.8690000000000001,243,0.1082
TX_MITCHELL,1780,0.8106,354,0.1612
TX_MONTAGUE,7526,0.8747,885,0.10289999999999999
TX_MONTGOMERY,150314,0.7345999999999999,45835,0.22399999999999998
TX_MOORE,3977,0.7526,1098,0.2078
TX_MORRIS,3446,0.6929000000000001,1425,0.2865
TX_MOTLEY,566,0.9203,40,0.065
TX_NACOGDOCHES,14771,0.6529,6846,0.30260000000000004
TX_NAVARRO,11994,0.7299,4002,0.24350000000000002
TX_NEWTON,4288,0.7748,1156,0.2089
TX_NOLAN,3552,0.7313,1029,0.2119
TX_NUECES,50766,0.48619999999999997,49198,0.47119999999999995
TX_OCHILTREE,2628,0.8754000000000001,274,0.0913
TX_OLDHAM,850,0.8966,78,0.0823
TX_ORANGE,25513,0.7973,5735,0.17920000000000003
TX_PALO PINTO,8284,0.8066,1708,0.1663
TX_PANOLA,8445,0.8108,1835,0.17620000000000002
TX_PARKER,46473,0.8179000000000001,8344,0.1469
TX_PARMER,1915,0.7766,485,0.1967
TX_PECOS,2468,0.5897,1554,0.3713
TX_POLK,15176,0.7645000000000001,4187,0.2109
TX_POTTER,19630,0.6851,7657,0.2673
TX_PRESIDIO,652,0.2953,1458,0.6603
TX_RAINS,3968,0.8441,628,0.1336
TX_RANDALL,43462,0.8003,8367,0.15410000000000001
TX_REAGAN,709,0.7843000000000001,167,0.18469999999999998
TX_REAL,1382,0.8220999999999999,262,0.1559
TX_RED RIVER,3926,0.7606999999999999,1149,0.22260000000000002
TX_REEVES,1417,0.445,1659,0.521
TX_REFUGIO,1830,0.6208,1034,0.3507
TX_ROBERTS,524,0.9458,20,0.0361
TX_ROBERTSON,4668,0.6635,2203,0.3131
TX_ROCKWALL,28451,0.7121999999999999,9655,0.24170000000000003
TX_RUNNELS,3250,0.8593000000000001,453,0.1198
TX_RUSK,14675,0.7726000000000001,3935,0.2072
TX_SABINE,3998,0.8595999999999999,614,0.132
TX_SAN AUGUSTINE,2622,0.7347,910,0.255
TX_SAN JACINTO,8059,0.7792,2038,0.19699999999999998
TX_SAN PATRICIO,13030,0.6017,7871,0.3635
TX_SAN SABA,2025,0.8591,293,0.1243
TX_SCHLEICHER,821,0.7753,208,0.19640000000000002
TX_SCURRY,4410,0.8338,733,0.1386
TX_SHACKELFORD,1378,0.9162,103,0.06849999999999999
TX_SHELBY,7179,0.7901,1758,0.1935
TX_SHERMAN,807,0.8631,96,0.1027
TX_SMITH,58930,0.6951999999999999,22300,0.2631
TX_SOMERVELL,3206,0.8227,541,0.1388
TX_STARR,2224,0.1894,9289,0.7912
TX_STEPHENS,3034,0.8765999999999999,348,0.1005
TX_STERLING,549,0.8673000000000001,70,0.1106
TX_STONEWALL,555,0.7917000000000001,135,0.19260000000000002
TX_SUTTON,1075,0.7592,313,0.221
TX_SWISHER,1671,0.7582,462,0.2096
TX_TARRANT,345921,0.5174,288392,0.4314
TX_TAYLOR,33250,0.7265999999999999,10085,0.22039999999999998
TX_TERRELL,288,0.6575,140,0.3196
TX_TERRY,2459,0.7329000000000001,753,0.22440000000000002
TX_THROCKMORTON,715,0.8848999999999999,84,0.10400000000000001
TX_TITUS,6511,0.6912999999999999,2597,0.2757
TX_TOM GREEN,27494,0.7145,9173,0.2384
TX_TRAVIS,127209,0.27140000000000003,308260,0.6577
TX_TRINITY,4737,0.7915000000000001,1154,0.1928
TX_TYLER,6624,0.8262999999999999,1248,0.1557
TX_UPSHUR,13209,0.8249,2380,0.14859999999999998
TX_UPTON,1007,0.7476,286,0.21230000000000002
TX_UVALDE,4835,0.5394,3867,0.4314
TX_VAL VERDE,5890,0.4325,6964,0.5114
TX_VAN ZANDT,18473,0.8439,2799,0.12789999999999999
TX_VICTORIA,21275,0.6836,8866,0.2849
TX_WALKER,12884,0.6507999999999999,6091,0.3077
TX_WALLER,10531,0.6274000000000001,5748,0.3425
TX_WARD,2547,0.7393000000000001,783,0.2273
TX_WASHINGTON,10945,0.7381,3382,0.2281
TX_WEBB,12947,0.2275,42307,0.7434999999999999
TX_WHARTON,10149,0.6889,4238,0.2877
TX_WHEELER,2087,0.905,194,0.08410000000000001
TX_WICHITA,27631,0.7249,8770,0.23010000000000003
TX_WILBARGER,3166,0.7713,809,0.1971
TX_WILLACY,1547,0.3036,3422,0.6716
TX_WILLIAMSON,104175,0.513,84468,0.41590000000000005
TX_WILSON,13998,0.7204,4790,0.2465
TX_WINKLER,1403,0.7479,420,0.22390000000000002
TX_WISE,20670,0.8343,3412,0.1377
TX_WOOD,15700,0.8384,2630,0.1404
TX_YOAKUM,1797,0.7803,426,0.185
TX_YOUNG,6601,0.8565,876,0.1137
TX_ZAPATA,1029,0.3275,2063,0.6566
TX_ZAVALA,694,0.20440000000000003,2636,0.7762
TX_ALL COUNTIES,4685047,0.5223,3877868,0.4324
